variant,use_case,unfitted_bm25_nice,unfitted_bm25_obj,unfitted_overlap_must_frac,fitted_auc
conflicting,ner,0.3987301587301587,0.6431746031746032,0.7053968253968255,0.6616507936507936
conflicting,soil_microbiome,0.5418546365914787,0.48922305764411034,0.4196741854636592,0.5835087719298245
conflicting,solar_leo,0.5897058823529412,0.5820855614973263,0.5010695187165776,0.6045454545454547
conflicting,tech_forecasting,0.6626344086021506,0.6198156682027649,0.5518433179723503,0.6470046082949308
keyword_flood,carbon_capture,0.6425287356321839,0.5491379310344827,0.6619252873563218,0.7299425287356323
keyword_flood,cement_binders,0.636029411764706,0.718341503267974,0.5575980392156863,0.6533496732026143
keyword_flood,ner,0.37015873015873013,0.6431746031746032,0.5617460317460318,0.5933333333333334
keyword_flood,soil_microbiome,0.48897243107769417,0.48922305764411034,0.4359649122807018,0.5747869674185464
keyword_flood,solar_leo,0.574331550802139,0.5820855614973263,0.5311497326203208,0.5984491978609625
keyword_flood,tech_forecasting,0.5489631336405529,0.6198156682027649,0.4710061443932412,0.5911674347158218
must_only_one,carbon_capture,0.7241379310344829,0.5491379310344827,0.7313218390804598,0.7879885057471264
must_only_one,cement_binders,0.7888071895424837,0.718341503267974,0.4665032679738562,0.8075163398692811
must_only_one,ner,0.3987301587301587,0.6431746031746032,0.6261904761904762,0.6277460317460318
must_only_one,soil_microbiome,0.5418546365914787,0.48922305764411034,0.4728070175438597,0.6202005012531328
must_only_one,solar_leo,0.5897058823529412,0.5820855614973263,0.48930481283422456,0.5937967914438502
must_only_one,tech_forecasting,0.6626344086021506,0.6198156682027649,0.5480030721966206,0.6609831029185869
fluff_and_flood,carbon_capture,0.6425287356321839,0.44367816091954027,0.6619252873563218,0.7382183908045977
fluff_and_flood,cement_binders,0.636029411764706,0.4354575163398693,0.5575980392156863,0.5902777777777778
fluff_and_flood,ner,0.37015873015873013,0.4990476190476191,0.5617460317460318,0.5693968253968255
fluff_and_flood,soil_microbiome,0.48897243107769417,0.5894736842105263,0.4359649122807018,0.5665664160401003
fluff_and_flood,solar_leo,0.574331550802139,0.544385026737968,0.5311497326203208,0.5450267379679143
fluff_and_flood,tech_forecasting,0.5489631336405529,0.4819508448540707,0.4710061443932412,0.523809523809524
vague_and_flood,carbon_capture,0.6425287356321839,0.4790229885057471,0.6619252873563218,0.7389080459770115
vague_and_flood,cement_binders,0.636029411764706,0.3790849673202614,0.5575980392156863,0.617483660130719
vague_and_flood,ner,0.37015873015873013,0.5076190476190477,0.5617460317460318,0.5754285714285714
vague_and_flood,soil_microbiome,0.48897243107769417,0.5431077694235589,0.4359649122807018,0.5701754385964912
vague_and_flood,solar_leo,0.574331550802139,0.5864973262032086,0.5311497326203208,0.6074866310160429
vague_and_flood,tech_forecasting,0.5489631336405529,0.4512288786482335,0.4710061443932412,0.5214285714285715
fluff_and_no_must,carbon_capture,0.7241379310344829,0.44367816091954027,,0.7307471264367816
fluff_and_no_must,cement_binders,0.7888071895424837,0.4354575163398693,,0.7579248366013072
fluff_and_no_must,ner,0.3987301587301587,0.4990476190476191,,0.5082539682539682
fluff_and_no_must,soil_microbiome,0.5418546365914787,0.5894736842105263,,0.5784461152882205
fluff_and_no_must,solar_leo,0.5897058823529412,0.544385026737968,,0.568716577540107
fluff_and_no_must,tech_forecasting,0.6626344086021506,0.4819508448540707,,0.6433947772657451
