use_case,n_pos,n_neg,n_labels,auc,auc_sd,recall10,recall10_sd,auc_floor,recall10_floor,auc_gain,recall10_gain
synergy_menon_2022,3,100,103,0.8500558659217876,0.07546777740407776,0.4786666666666667,0.13448833076185873,0.763314711359404,0.2933333333333335,0.08674115456238363,0.18533333333333318
synergy_menon_2022,5,10,15,0.9073743016759777,0.02453478810647116,0.5920000000000001,0.10493595930640534,0.763314711359404,0.2933333333333335,0.14405959031657367,0.2986666666666666
synergy_menon_2022,5,20,25,0.9313780260707635,0.012312350087501606,0.692,0.05323323940713903,0.763314711359404,0.2933333333333335,0.1680633147113595,0.39866666666666645
synergy_menon_2022,5,50,55,0.9228677839851024,0.015033666143023549,0.652,0.088784383011128,0.763314711359404,0.2933333333333335,0.1595530726256984,0.3586666666666665
synergy_menon_2022,5,100,105,0.9296275605214153,0.016330250151300716,0.6826666666666668,0.06104279009205119,0.763314711359404,0.2933333333333335,0.16631284916201128,0.38933333333333325
synergy_menon_2022,10,10,20,0.9234078212290504,0.022374098251492443,0.7026666666666668,0.08204064033554755,0.763314711359404,0.2933333333333335,0.16009310986964642,0.40933333333333327
synergy_menon_2022,10,20,30,0.9282867783985103,0.015354876176498817,0.7240000000000001,0.07984429291509265,0.763314711359404,0.2933333333333335,0.16497206703910627,0.4306666666666666
synergy_menon_2022,10,50,60,0.9280260707635009,0.029829065901685436,0.6986666666666668,0.12002962597255361,0.763314711359404,0.2933333333333335,0.16471135940409687,0.40533333333333327
synergy_menon_2022,10,100,110,0.9389944134078213,0.012794854602170476,0.6986666666666667,0.07246761728907296,0.763314711359404,0.2933333333333335,0.17567970204841732,0.40533333333333316
synergy_menon_2022,20,10,30,0.9332029795158286,0.01175806239359301,0.7133333333333334,0.05811865258054232,0.763314711359404,0.2933333333333335,0.16988826815642466,0.4199999999999999
synergy_menon_2022,20,20,40,0.9409124767225325,0.01211954345289961,0.7173333333333334,0.1088607673437344,0.763314711359404,0.2933333333333335,0.17759776536312855,0.4239999999999999
synergy_menon_2022,20,50,70,0.9418808193668529,0.008502802268564412,0.74,0.05734883511361754,0.763314711359404,0.2933333333333335,0.17856610800744888,0.4466666666666665
synergy_menon_2022,20,100,120,0.949906890130354,0.009128756776150626,0.7653333333333334,0.05422586508710072,0.763314711359404,0.2933333333333335,0.18659217877095002,0.4719999999999999
synergy_menon_2022,30,10,40,0.9296275605214153,0.010942751047056666,0.6839999999999999,0.043532873912838714,0.763314711359404,0.2933333333333335,0.16631284916201128,0.39066666666666644
synergy_menon_2022,30,20,50,0.9505493482309125,0.003875921305959375,0.7573333333333333,0.054747907113727554,0.763314711359404,0.2933333333333335,0.18723463687150854,0.4639999999999998
synergy_menon_2022,30,50,80,0.9531843575418995,0.004622377562779326,0.7786666666666667,0.0148473716342134,0.763314711359404,0.2933333333333335,0.18986964618249547,0.48533333333333323
synergy_menon_2022,30,100,130,0.9536312849162011,0.006314469450331787,0.784,0.017178798302300152,0.763314711359404,0.2933333333333335,0.1903165735567971,0.49066666666666653
synergy_radjenovic_2013,2,10,12,0.9698703703703704,0.0057456967854272265,0.9444444444444443,0.03513641844631534,0.9727777777777777,0.8888888888888888,-0.0029074074074073586,0.05555555555555547
synergy_radjenovic_2013,2,20,22,0.969962962962963,0.0021184084405486436,0.9222222222222223,0.027216552697590882,0.9727777777777777,0.8888888888888888,-0.0028148148148147145,0.03333333333333344
synergy_radjenovic_2013,2,50,52,0.9730555555555555,0.005166301593367839,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.0002777777777777102,0.05555555555555558
synergy_radjenovic_2013,2,100,102,0.9724629629629631,0.007361105287675326,0.9333333333333332,0.022222222222222233,0.9727777777777777,0.8888888888888888,-0.0003148148148146568,0.0444444444444444
synergy_radjenovic_2013,3,10,13,0.972037037037037,0.006940122111645768,0.9444444444444444,0.03513641844631534,0.9727777777777777,0.8888888888888888,-0.0007407407407407085,0.05555555555555558
synergy_radjenovic_2013,3,20,23,0.9728333333333333,0.00584686848289248,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,5.5555555555586444e-05,0.05555555555555558
synergy_radjenovic_2013,3,50,53,0.9736296296296295,0.005236649364874958,0.9222222222222222,0.027216552697590882,0.9727777777777777,0.8888888888888888,0.0008518518518517704,0.033333333333333326
synergy_radjenovic_2013,3,100,103,0.9717592592592593,0.005802239291481383,0.9333333333333333,0.022222222222222233,0.9727777777777777,0.8888888888888888,-0.0010185185185184187,0.04444444444444451
synergy_radjenovic_2013,5,10,15,0.9781851851851853,0.006335011690111921,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.005407407407407527,0.05555555555555558
synergy_radjenovic_2013,5,20,25,0.9790925925925926,0.006770133312974414,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.006314814814814884,0.06666666666666665
synergy_radjenovic_2013,5,50,55,0.9807962962962963,0.005079815621552766,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.008018518518518536,0.06666666666666665
synergy_radjenovic_2013,5,100,105,0.9815740740740739,0.004512594781254743,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.008796296296296191,0.06666666666666665
synergy_radjenovic_2013,10,10,20,0.9834074074074074,0.00715720976201647,0.9666666666666666,0.027216552697590882,0.9727777777777777,0.8888888888888888,0.010629629629629656,0.07777777777777772
synergy_radjenovic_2013,10,20,30,0.9820555555555556,0.0034478278882184013,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.00927777777777783,0.06666666666666665
synergy_radjenovic_2013,10,50,60,0.9836111111111112,0.0034106264987322737,0.9666666666666666,0.027216552697590882,0.9727777777777777,0.8888888888888888,0.010833333333333472,0.07777777777777772
synergy_radjenovic_2013,10,100,110,0.9838518518518518,0.0037150751358143628,0.9666666666666666,0.027216552697590882,0.9727777777777777,0.8888888888888888,0.011074074074074014,0.07777777777777772
synergy_radjenovic_2013,20,10,30,0.9805370370370371,0.003998628022597283,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.0077592592592593546,0.06666666666666665
synergy_radjenovic_2013,20,20,40,0.9813518518518519,0.0020509625028090387,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.008574074074074178,0.05555555555555558
synergy_radjenovic_2013,20,50,70,0.9835925925925926,0.0011615112430049441,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.010814814814814833,0.06666666666666665
synergy_radjenovic_2013,20,100,120,0.9838333333333333,0.0018347357150371468,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.011055555555555596,0.05555555555555558
synergy_radjenovic_2013,30,10,40,0.9779074074074074,0.0038152642669430034,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.005129629629629706,0.05555555555555558
synergy_radjenovic_2013,30,20,50,0.9822592592592592,0.002543584414468191,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.009481481481481424,0.05555555555555558
synergy_radjenovic_2013,30,50,80,0.9826111111111111,0.002299132060246368,0.9555555555555555,0.022222222222222233,0.9727777777777777,0.8888888888888888,0.00983333333333336,0.06666666666666665
synergy_radjenovic_2013,30,100,130,0.9843518518518518,0.001410328352937787,0.9444444444444444,0.0,0.9727777777777777,0.8888888888888888,0.01157407407407407,0.05555555555555558
synergy_walker_2018,2,10,12,0.8683122676579925,0.030896063283176442,0.6394052044609666,0.07740916035580889,0.9308921933085502,0.7769516728624535,-0.0625799256505577,-0.13754646840148688
synergy_walker_2018,2,20,22,0.8841350681536555,0.014428703754479686,0.7078066914498141,0.037808720104360226,0.9308921933085502,0.7769516728624535,-0.04675712515489472,-0.06914498141263936
synergy_walker_2018,2,50,52,0.8815080545229245,0.01387952377623856,0.6676579925650558,0.0867565926888614,0.9308921933085502,0.7769516728624535,-0.04938413878562575,-0.10929368029739772
synergy_walker_2018,2,100,102,0.8866604708798016,0.02116863061804567,0.6654275092936803,0.09625309937654876,0.9308921933085502,0.7769516728624535,-0.04423172242874862,-0.11152416356877315
synergy_walker_2018,3,10,13,0.8819281288723667,0.0231147974904217,0.6684014869888475,0.05649579253981525,0.9308921933085502,0.7769516728624535,-0.04896406443618351,-0.10855018587360599
synergy_walker_2018,3,20,23,0.9135749690210655,0.02215672186651216,0.7405204460966544,0.056152290226019946,0.9308921933085502,0.7769516728624535,-0.017317224287484723,-0.03643122676579913
synergy_walker_2018,3,50,53,0.9064275092936803,0.025890612244915873,0.7197026022304833,0.09264191133154158,0.9308921933085502,0.7769516728624535,-0.024464684014869897,-0.057249070631970156
synergy_walker_2018,3,100,103,0.9120346964064436,0.02320632995033719,0.7278810408921933,0.08497981895749919,0.9308921933085502,0.7769516728624535,-0.018857496902106585,-0.04907063197026018
synergy_walker_2018,5,10,15,0.9178574969021065,0.03318545608580696,0.7293680297397771,0.1061245511866176,0.9308921933085502,0.7769516728624535,-0.013034696406443724,-0.04758364312267638
synergy_walker_2018,5,20,25,0.9207348203221809,0.022617212121034798,0.7680297397769517,0.06240926028679052,0.9308921933085502,0.7769516728624535,-0.010157372986369317,-0.00892193308550182
synergy_walker_2018,5,50,55,0.9214820322180917,0.021599693270970288,0.7591078066914498,0.06672422348307679,0.9308921933085502,0.7769516728624535,-0.009410161090458558,-0.01784386617100364
synergy_walker_2018,5,100,105,0.9219442379182154,0.011617262221094764,0.7472118959107806,0.0508084745376056,0.9308921933085502,0.7769516728624535,-0.008947955390334772,-0.029739776951672847
synergy_walker_2018,10,10,20,0.9355192069392813,0.015040724255818124,0.8007434944237918,0.0470579699582057,0.9308921933085502,0.7769516728624535,0.004627013630731036,0.0237918215613383
synergy_walker_2018,10,20,30,0.9428426270136306,0.006826747733248374,0.8289962825278809,0.03206521732765476,0.9308921933085502,0.7769516728624535,0.011950433705080421,0.052044609665427455
synergy_walker_2018,10,50,60,0.9459801734820322,0.009403643874818124,0.8275092936802974,0.03945427259902334,0.9308921933085502,0.7769516728624535,0.015087980173482007,0.050557620817843874
synergy_walker_2018,10,100,110,0.9445885997521686,0.01069344824974603,0.8349442379182156,0.04764169321516964,0.9308921933085502,0.7769516728624535,0.013696406443618359,0.05799256505576211
synergy_walker_2018,20,10,30,0.9467819083023544,0.005652282395083878,0.8312267657992564,0.017843866171003735,0.9308921933085502,0.7769516728624535,0.015889714993804205,0.05427509293680288
synergy_walker_2018,20,20,40,0.9461672862453531,0.009164417544158716,0.8267657992565056,0.03593470921515114,0.9308921933085502,0.7769516728624535,0.015275092936802848,0.04981412639405214
synergy_walker_2018,20,50,70,0.9560681536555142,0.0035803684857462605,0.8654275092936803,0.022354344057060077,0.9308921933085502,0.7769516728624535,0.02517596034696401,0.0884758364312268
synergy_walker_2018,20,100,120,0.9531474597273852,0.006049823410803135,0.8527881040892193,0.024046039596723023,0.9308921933085502,0.7769516728624535,0.022255266418835018,0.07583643122676587
synergy_walker_2018,30,10,40,0.9429417596034696,0.006948159261550114,0.841635687732342,0.013005840657647516,0.9308921933085502,0.7769516728624535,0.012049566294919378,0.0646840148698885
synergy_walker_2018,30,20,50,0.9419714993804214,0.015318024891944454,0.82453531598513,0.05399428298993401,0.9308921933085502,0.7769516728624535,0.011079306071871131,0.04758364312267649
synergy_walker_2018,30,50,80,0.9499814126394053,0.0053456235100532035,0.8453531598513011,0.026032924014887132,0.9308921933085502,0.7769516728624535,0.019089219330855056,0.06840148698884763
synergy_walker_2018,30,100,130,0.9490768277571251,0.007270247296271137,0.8408921933085501,0.038085497323020696,0.9308921933085502,0.7769516728624535,0.018184634448574877,0.06394052044609666
synergy_wassenaar_2017,2,10,12,0.9412460317460318,0.01144257849746718,0.819047619047619,0.049026810195176206,0.9473809523809524,0.7857142857142857,-0.006134920634920604,0.033333333333333326
synergy_wassenaar_2017,2,20,22,0.9460000000000001,0.009790460235097024,0.8285714285714286,0.053026327265047815,0.9473809523809524,0.7857142857142857,-0.0013809523809523716,0.04285714285714293
synergy_wassenaar_2017,2,50,52,0.945857142857143,0.012926196104399879,0.8047619047619048,0.0628138378965377,0.9473809523809524,0.7857142857142857,-0.0015238095238094829,0.01904761904761909
synergy_wassenaar_2017,2,100,102,0.9474285714285713,0.009401777706172487,0.8126095238095244,0.06541678967881287,0.9473809523809524,0.7857142857142857,4.761904761885205e-05,0.02689523809523875
synergy_wassenaar_2017,3,10,13,0.9306349206349207,0.020417320319028764,0.7304253968253975,0.1331225932456685,0.9473809523809524,0.7857142857142857,-0.01674603174603173,-0.055288888888888166
synergy_wassenaar_2017,3,20,23,0.9501269841269842,0.012934935146382399,0.8095238095238095,0.07221786137191953,0.9473809523809524,0.7857142857142857,0.0027460317460317185,0.023809523809523836
synergy_wassenaar_2017,3,50,53,0.9569285714285716,0.006842613943755003,0.8666666666666666,0.04665694748158436,0.9473809523809524,0.7857142857142857,0.009547619047619138,0.08095238095238089
synergy_wassenaar_2017,3,100,103,0.9548968253968255,0.009846567954303182,0.8571428571428571,0.06388765649999398,0.9473809523809524,0.7857142857142857,0.007515873015873087,0.0714285714285714
